DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME;Rpt Dist No;Part 1-2;Crm Cd;Crm Cd Desc;Mocodes;Vict Age;Vict Sex;Vict Descent;Premis Cd;Premis Desc;Weapon Used Cd;Weapon Desc;Status;Status Desc;Crm Cd 1
201714055;10/07/2020 12:00:00 AM;10/06/2020 12:00:00 AM;1200;17;Devonshire ;1795;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;;0;;;108;PARKING LOT                                 ;;;IC;Invest Cont ;420
201712182;08/14/2020 12:00:00 AM;08/14/2020 12:00:00 AM;130;17;Devonshire ;1738;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
201714383;10/17/2020 12:00:00 AM;10/17/2020 12:00:00 AM;1950;17;Devonshire ;1761;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;1609 0329                              ;58;M;O;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;740
201716662;12/25/2020 12:00:00 AM;12/25/2020 12:00:00 AM;1700;17;Devonshire ;1715;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;1202 0360 0602 0913 0431 0411          ;69;M;W;501;SINGLE FAMILY DWELLING                      ;218;OTHER CUTTING INSTRUMENT                      ;AO;Adult Other ;230
201710929;05/31/2020 12:00:00 AM;03/11/2020 12:00:00 AM;1915;17;Devonshire ;1721;2;354;THEFT OF IDENTITY                                       ;1202 1822                              ;66;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
201712744;08/31/2020 12:00:00 AM;08/27/2020 12:00:00 AM;2300;17;Devonshire ;1709;1;330;BURGLARY FROM VEHICLE                                   ;0344 1609 0321 0352                    ;29;F;B;101;STREET                                      ;;;IC;Invest Cont ;330
201713657;09/26/2020 12:00:00 AM;09/25/2020 12:00:00 AM;2300;17;Devonshire ;1722;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329                                   ;0;X;X;727;SHOPPING MALL (COMMON AREA)                 ;;;IC;Invest Cont ;740
201707596;03/21/2020 12:00:00 AM;03/20/2020 12:00:00 AM;2000;17;Devonshire ;1722;1;310;BURGLARY                                                ;0329 1202 1609 0344 0352               ;71;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;310
211704490;11/27/2020 12:00:00 AM;11/26/2020 12:00:00 AM;2100;17;Devonshire ;1798;1;330;BURGLARY FROM VEHICLE                                   ;0385 0344                              ;30;M;W;101;STREET                                      ;;;IC;Invest Cont ;330
201714035;10/06/2020 12:00:00 AM;10/01/2020 12:00:00 AM;1200;17;Devonshire ;1745;2;354;THEFT OF IDENTITY                                       ;0930 1822                              ;62;M;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;354
201705555;02/06/2020 12:00:00 AM;02/05/2020 12:00:00 AM;2000;17;Devonshire ;1773;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0344 1251 2032                         ;21;F;B;722;COLLEGE/JUNIOR COLLEGE/UNIVERSITY           ;;;IC;Invest Cont ;440
201712631;08/27/2020 12:00:00 AM;08/27/2020 12:00:00 AM;700;17;Devonshire ;1793;1;480;BIKE - STOLEN                                           ;0344 1602 0397                         ;25;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;480
201704574;01/12/2020 12:00:00 AM;01/12/2020 12:00:00 AM;2305;17;Devonshire ;1794;2;624;BATTERY - SIMPLE ASSAULT                                ;0400 1501                              ;0;M;H;102;SIDEWALK                                    ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;624
201715489;11/17/2020 12:00:00 AM;11/17/2020 12:00:00 AM;1420;17;Devonshire ;1779;1;310;BURGLARY                                                ;0344 0352 1202 1210 1300               ;69;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;310
211706876;03/25/2021 12:00:00 AM;09/25/2020 12:00:00 AM;1500;17;Devonshire ;1728;1;310;BURGLARY                                                ;1202 0352 1602 0321 0344               ;63;M;W;221;PUBLIC STORAGE                              ;;;IC;Invest Cont ;310
201705232;01/29/2020 12:00:00 AM;01/29/2020 12:00:00 AM;1130;17;Devonshire ;1714;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0394 1013 0344                         ;23;M;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;440
201704104;01/02/2020 12:00:00 AM;01/02/2020 12:00:00 AM;2115;17;Devonshire ;1754;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED                  ;0421 2000 1814 0422 0340 0913 1300     ;43;M;B;101;STREET                                      ;511;VERBAL THREAT                                 ;AO;Adult Other ;930
201716660;12/27/2020 12:00:00 AM;12/27/2020 12:00:00 AM;819;17;Devonshire ;1729;1;210;ROBBERY                                                 ;0325 0202 1822 0945 0443               ;0;X;X;404;DEPARTMENT STORE                            ;511;VERBAL THREAT                                 ;IC;Invest Cont ;210
201712133;08/10/2020 12:00:00 AM;08/08/2020 12:00:00 AM;1930;17;Devonshire ;1793;2;624;BATTERY - SIMPLE ASSAULT                                ;0913 1300 0329 0444 0603               ;37;M;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;624
201707708;03/25/2020 12:00:00 AM;03/25/2020 12:00:00 AM;930;17;Devonshire ;1707;1;310;BURGLARY                                                ;1402 0344 1609 1300 0216 0321          ;54;M;O;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;310
201707666;03/24/2020 12:00:00 AM;02/15/2020 12:00:00 AM;1;17;Devonshire ;1795;2;624;BATTERY - SIMPLE ASSAULT                                ;0416 2024 0913 0561                    ;46;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);JO;Juv Other   ;624
201715902;11/27/2020 12:00:00 AM;11/25/2020 12:00:00 AM;1730;17;Devonshire ;1727;2;901;VIOLATION OF RESTRAINING ORDER                          ;2038 1813 0913 0352 0344 1300 1606 2000;43;M;W;501;SINGLE FAMILY DWELLING                      ;;;AO;Adult Other ;901
201707899;03/25/2020 12:00:00 AM;02/12/2020 12:00:00 AM;2030;17;Devonshire ;1782;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0344 0394                              ;26;M;A;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;440
201706604;02/29/2020 12:00:00 AM;02/29/2020 12:00:00 AM;145;17;Devonshire ;1767;1;236;INTIMATE PARTNER - AGGRAVATED ASSAULT                   ;2002 0408 0429 0444 1206 1241 2000 1813;37;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;236
201712326;08/18/2020 12:00:00 AM;06/15/2020 12:00:00 AM;800;17;Devonshire ;1797;2;354;THEFT OF IDENTITY                                       ;0930 1822 1202                         ;87;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
201711811;08/03/2020 12:00:00 AM;08/02/2020 12:00:00 AM;1600;17;Devonshire ;1777;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;;0;;;104;DRIVEWAY                                    ;;;IC;Invest Cont ;420
201705237;01/23/2020 12:00:00 AM;01/07/2020 12:00:00 AM;1030;17;Devonshire ;1772;2;901;VIOLATION OF RESTRAINING ORDER                          ;2038 1813 0913 1501 2000               ;43;F;W;725;GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY &;;;AO;Adult Other ;901
201707614;03/21/2020 12:00:00 AM;03/21/2020 12:00:00 AM;1500;17;Devonshire ;1723;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;1822 0344 1210 0394                    ;37;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;440
201707374;03/14/2020 12:00:00 AM;03/14/2020 12:00:00 AM;540;17;Devonshire ;1764;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;0344 0377 0352 1606                    ;22;F;W;123;PARKING UNDERGROUND/BUILDING                ;;;IC;Invest Cont ;420
201700607;03/03/2020 12:00:00 AM;03/03/2020 12:00:00 AM;1900;17;Devonshire ;1764;1;210;ROBBERY                                                 ;0906 1407 1402 1419 0325 0352 0312 0945;0;X;X;404;DEPARTMENT STORE                            ;109;SEMI-AUTOMATIC PISTOL                         ;JA;Juv Arrest  ;210
201705384;02/03/2020 12:00:00 AM;02/02/2020 12:00:00 AM;2100;17;Devonshire ;1729;1;442;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                ;0344 0325                              ;0;X;X;404;DEPARTMENT STORE                            ;;;AA;Adult Arrest;442
201706517;02/26/2020 12:00:00 AM;02/01/2020 12:00:00 AM;800;17;Devonshire ;1761;1;310;BURGLARY                                                ;0358 1608 0352 0344                    ;47;M;O;221;PUBLIC STORAGE                              ;;;IC;Invest Cont ;310
201709913;06/10/2020 12:00:00 AM;06/10/2020 12:00:00 AM;400;17;Devonshire ;1745;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0329 1607                              ;0;X;X;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;745
201708798;04/21/2020 12:00:00 AM;02/06/2020 12:00:00 AM;800;17;Devonshire ;1788;2;354;THEFT OF IDENTITY                                       ;0923                                   ;59;F;B;602;BANK                                        ;;;IC;Invest Cont ;354
201704528;01/13/2020 12:00:00 AM;01/13/2020 12:00:00 AM;1000;17;Devonshire ;1764;1;343;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                ;0325 2028 2024                         ;0;X;X;404;DEPARTMENT STORE                            ;;;AO;Adult Other ;343
211704065;01/02/2021 12:00:00 AM;12/19/2020 12:00:00 AM;800;17;Devonshire ;1764;1;310;BURGLARY                                                ;0344 1607                              ;38;F;B;221;PUBLIC STORAGE                              ;;;IC;Invest Cont ;310
201704668;01/14/2020 12:00:00 AM;01/14/2020 12:00:00 AM;1555;17;Devonshire ;1764;1;442;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                ;1822 0378 0352 0325                    ;0;X;X;404;DEPARTMENT STORE                            ;;;IC;Invest Cont ;442
201715810;11/28/2020 12:00:00 AM;11/24/2020 12:00:00 AM;1754;17;Devonshire ;1719;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;1814 1300 0216 1310 0913 2000 1601 0416;18;F;W;101;STREET                                      ;305;FIXED OBJECT                                  ;AO;Adult Other ;626
201706945;03/05/2020 12:00:00 AM;02/18/2020 12:00:00 AM;1200;17;Devonshire ;1797;1;510;VEHICLE - STOLEN                                        ;;0;;;108;PARKING LOT                                 ;;;IC;Invest Cont ;510
201710202;06/19/2020 12:00:00 AM;06/19/2020 12:00:00 AM;1337;17;Devonshire ;1743;1;480;BIKE - STOLEN                                           ;0325 0209 0344                         ;0;X;X;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;480
201706406;02/16/2020 12:00:00 AM;02/16/2020 12:00:00 AM;1330;17;Devonshire ;1727;2;888;TRESPASSING                                             ;1501 1803 0913                         ;79;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;888
201714121;10/08/2020 12:00:00 AM;10/08/2020 12:00:00 AM;1010;17;Devonshire ;1776;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;0416 1202 0913 1817                    ;64;M;O;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;230
201707973;03/30/2020 12:00:00 AM;03/30/2020 12:00:00 AM;1300;17;Devonshire ;1785;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;2000 0408 0416 0913 1309 1814 2047     ;43;F;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;626
201712433;08/22/2020 12:00:00 AM;08/22/2020 12:00:00 AM;631;17;Devonshire ;1745;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;1606 1202 1223 0344                    ;64;M;O;122;VEHICLE, PASSENGER/TRUCK                    ;;;IC;Invest Cont ;420
201714999;11/02/2020 12:00:00 AM;10/30/2020 12:00:00 AM;1700;17;Devonshire ;1745;1;442;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                ;0378 0325 1300 0209 0202 0344          ;0;X;X;402;MARKET                                      ;;;IC;Invest Cont ;442
201712025;08/07/2020 12:00:00 AM;08/03/2020 12:00:00 AM;1900;17;Devonshire ;1722;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;1606 0344 0923                         ;40;F;O;108;PARKING LOT                                 ;;;IC;Invest Cont ;420
201711681;07/28/2020 12:00:00 AM;07/15/2020 12:00:00 AM;1200;17;Devonshire ;1747;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;0344 0394                              ;26;M;F;145;MAIL BOX                                    ;;;IC;Invest Cont ;341
201700552;01/24/2020 12:00:00 AM;01/24/2020 12:00:00 AM;800;17;Devonshire ;1794;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;2000 0408 1402 0913 1821               ;41;F;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;626
201711411;07/03/2020 12:00:00 AM;06/02/2020 12:00:00 AM;1;17;Devonshire ;1777;2;354;THEFT OF IDENTITY                                       ;1822 0930 0929                         ;55;M;F;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
201711258;07/20/2020 12:00:00 AM;07/18/2020 12:00:00 AM;1500;17;Devonshire ;1781;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;AA;Adult Arrest;510
201704545;01/11/2020 12:00:00 AM;01/11/2020 12:00:00 AM;1050;17;Devonshire ;1793;2;946;OTHER MISCELLANEOUS CRIME                               ;1501 1202 0562 0913                    ;83;F;W;501;SINGLE FAMILY DWELLING                      ;;;AA;Adult Arrest;946
201713562;09/23/2020 12:00:00 AM;09/23/2020 12:00:00 AM;1810;17;Devonshire ;1775;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;0202 0344                              ;26;M;B;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;341
201714760;09/29/2020 12:00:00 AM;09/16/2020 12:00:00 AM;845;17;Devonshire ;1727;2;354;THEFT OF IDENTITY                                       ;1822 1202                              ;60;M;A;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
201711285;07/20/2020 12:00:00 AM;07/18/2020 12:00:00 AM;1500;17;Devonshire ;1781;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329                                   ;0;X;X;108;PARKING LOT                                 ;;;IC;Invest Cont ;740
201714587;10/23/2020 12:00:00 AM;10/22/2020 12:00:00 AM;1550;17;Devonshire ;1739;2;888;TRESPASSING                                             ;1606 1300 0202 1501                    ;28;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;888
201711693;07/27/2020 12:00:00 AM;07/21/2020 12:00:00 AM;1615;17;Devonshire ;1777;2;354;THEFT OF IDENTITY                                       ;1822 0928                              ;24;F;A;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;354
201705966;02/14/2020 12:00:00 AM;02/14/2020 12:00:00 AM;1625;17;Devonshire ;1751;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;1402 0104 0344 0432 0100 1300 1403 1822;53;F;H;108;PARKING LOT                                 ;204;FOLDING KNIFE                                 ;IC;Invest Cont ;440
211705777;02/11/2021 12:00:00 AM;08/11/2020 12:00:00 AM;1200;17;Devonshire ;1794;2;649;DOCUMENT FORGERY / STOLEN FELONY                        ;1822 0926                              ;0;X;X;403;DRUG STORE                                  ;;;IC;Invest Cont ;649
201710557;06/29/2020 12:00:00 AM;06/26/2020 12:00:00 AM;1955;17;Devonshire ;1747;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0344                                   ;0;X;X;108;PARKING LOT                                 ;;;IC;Invest Cont ;440
211706188;03/03/2021 12:00:00 AM;06/28/2020 12:00:00 AM;945;17;Devonshire ;1767;2;354;THEFT OF IDENTITY                                       ;1501                                   ;48;F;O;750;CYBERSPACE                                  ;;;IC;Invest Cont ;354
201712353;07/31/2020 12:00:00 AM;07/30/2020 12:00:00 AM;15;17;Devonshire ;1794;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329                                   ;48;M;H;710;OTHER PREMISE                               ;;;IC;Invest Cont ;740
