DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME;Rpt Dist No;Part 1-2;Crm Cd;Crm Cd Desc;Mocodes;Vict Age;Vict Sex;Vict Descent;Premis Cd;Premis Desc;Weapon Used Cd;Weapon Desc;Status;Status Desc;Crm Cd 1
221607048;04/05/2022 12:00:00 AM;12/01/2020 12:00:00 AM;1500;16;Foothill   ;1658;2;354;THEFT OF IDENTITY                                       ;1822 0377                              ;32;M;O;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
231604399;01/12/2023 12:00:00 AM;01/12/2020 12:00:00 AM;850;16;Foothill   ;1621;2;354;THEFT OF IDENTITY                                       ;0928 1822                              ;21;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221611890;08/30/2022 12:00:00 AM;02/09/2020 12:00:00 AM;1;16;Foothill   ;1654;2;354;THEFT OF IDENTITY                                       ;1501 1822                              ;23;F;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221607826;05/01/2022 12:00:00 AM;04/01/2020 12:00:00 AM;1400;16;Foothill   ;1617;2;812;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);0360 0913 1258 0500                    ;6;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;760
231611060;08/14/2023 12:00:00 AM;07/06/2020 12:00:00 AM;655;16;Foothill   ;1678;2;354;THEFT OF IDENTITY                                       ;0922 0929 0930 1822                    ;44;M;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
231609173;06/14/2023 12:00:00 AM;10/15/2020 12:00:00 AM;1200;16;Foothill   ;1659;2;354;THEFT OF IDENTITY                                       ;0377 1822                              ;31;F;O;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
231613718;11/03/2023 12:00:00 AM;12/20/2020 12:00:00 AM;1200;16;Foothill   ;1637;2;354;THEFT OF IDENTITY                                       ;1803 1501                              ;54;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221610929;07/30/2022 12:00:00 AM;07/01/2020 12:00:00 AM;1200;16;Foothill   ;1695;2;627;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 ;1259 0448                              ;12;M;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;627
221612872;09/30/2022 12:00:00 AM;09/29/2020 12:00:00 AM;1130;16;Foothill   ;1612;2;624;BATTERY - SIMPLE ASSAULT                                ;0416 0446                              ;28;M;H;517;MISSIONS/SHELTERS                           ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;624
221614389;11/18/2022 12:00:00 AM;11/17/2020 12:00:00 AM;1015;16;Foothill   ;1641;2;354;THEFT OF IDENTITY                                       ;0929                                   ;31;F;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221604195;01/05/2022 12:00:00 AM;02/10/2020 12:00:00 AM;1230;16;Foothill   ;1622;2;354;THEFT OF IDENTITY                                       ;0923 0928 1822 0377                    ;28;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221614385;11/19/2022 12:00:00 AM;11/18/2020 12:00:00 AM;2130;16;Foothill   ;1684;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
221609445;06/13/2022 12:00:00 AM;01/01/2020 12:00:00 AM;1200;16;Foothill   ;1664;2;354;THEFT OF IDENTITY                                       ;0344 0360                              ;61;M;W;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;354
231608256;05/15/2023 12:00:00 AM;05/01/2020 12:00:00 AM;1;16;Foothill   ;1621;2;760;LEWD/LASCIVIOUS ACTS WITH CHILD                         ;0913 1259 0522 0500 0556               ;11;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;760
221605837;02/28/2022 12:00:00 AM;12/07/2020 12:00:00 AM;1800;16;Foothill   ;1638;1;121;RAPE, FORCIBLE                                          ;0527 0913 1824                         ;23;F;W;501;SINGLE FAMILY DWELLING                      ;511;VERBAL THREAT                                 ;AO;Adult Other ;121
211604046;01/03/2021 12:00:00 AM;12/31/2020 12:00:00 AM;1800;16;Foothill   ;1663;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0329 1609                              ;25;M;W;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;745
221608601;05/20/2022 12:00:00 AM;05/09/2020 12:00:00 AM;1100;16;Foothill   ;1656;1;310;BURGLARY                                                ;0344 1601                              ;68;F;W;710;OTHER PREMISE                               ;;;IC;Invest Cont ;310
231607632;04/13/2023 12:00:00 AM;06/13/2020 12:00:00 AM;2150;16;Foothill   ;1637;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;;66;M;W;207;BAR/COCKTAIL/NIGHTCLUB                      ;;;IC;Invest Cont ;440
231609643;06/29/2023 12:00:00 AM;11/26/2020 12:00:00 AM;1015;16;Foothill   ;1641;2;354;THEFT OF IDENTITY                                       ;1501                                   ;31;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;354
231604861;01/28/2023 12:00:00 AM;08/01/2020 12:00:00 AM;1;16;Foothill   ;1658;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329 1202                              ;75;F;B;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;740
221615545;12/28/2022 12:00:00 AM;10/02/2020 12:00:00 AM;1200;16;Foothill   ;1677;2;354;THEFT OF IDENTITY                                       ;0100 0928                              ;32;M;O;710;OTHER PREMISE                               ;;;IC;Invest Cont ;354
221607787;04/28/2022 12:00:00 AM;03/04/2020 12:00:00 AM;1400;16;Foothill   ;1621;2;860;BATTERY WITH SEXUAL CONTACT                             ;0522 0913                              ;7;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;860
211604234;01/09/2021 12:00:00 AM;12/19/2020 12:00:00 AM;1750;16;Foothill   ;1684;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0344 0394                              ;36;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;440
221615665;12/31/2022 12:00:00 AM;08/22/2020 12:00:00 AM;1135;16;Foothill   ;1693;2;354;THEFT OF IDENTITY                                       ;0929                                   ;36;M;H;710;OTHER PREMISE                               ;;;IC;Invest Cont ;354
211604448;01/16/2021 12:00:00 AM;07/01/2020 12:00:00 AM;1320;16;Foothill   ;1676;2;354;THEFT OF IDENTITY                                       ;0930 1822 0377                         ;43;M;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
231612329;09/20/2023 12:00:00 AM;06/20/2020 12:00:00 AM;1820;16;Foothill   ;1667;2;354;THEFT OF IDENTITY                                       ;0930 0928 0931                         ;21;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221606931;04/02/2022 12:00:00 AM;02/13/2020 12:00:00 AM;1200;16;Foothill   ;1653;2;354;THEFT OF IDENTITY                                       ;0928 1804                              ;64;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221613551;10/23/2022 12:00:00 AM;10/22/2020 12:00:00 AM;2330;16;Foothill   ;1642;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
231611101;08/15/2023 12:00:00 AM;08/01/2020 12:00:00 AM;1200;16;Foothill   ;1693;2;662;BUNCO, GRAND THEFT                                      ;0800                                   ;71;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;662
221610506;07/17/2022 12:00:00 AM;08/01/2020 12:00:00 AM;5;16;Foothill   ;1693;2;354;THEFT OF IDENTITY                                       ;1822 0930 0928                         ;21;F;W;603;CREDIT UNION                                ;;;IC;Invest Cont ;354
231611095;08/14/2023 12:00:00 AM;03/01/2020 12:00:00 AM;1200;16;Foothill   ;1668;2;860;BATTERY WITH SEXUAL CONTACT                             ;0913 0522 0500                         ;40;F;O;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;860
221615520;12/26/2022 12:00:00 AM;10/10/2020 12:00:00 AM;1005;16;Foothill   ;1677;2;354;THEFT OF IDENTITY                                       ;0928                                   ;28;M;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221610642;07/21/2022 12:00:00 AM;01/01/2020 12:00:00 AM;800;16;Foothill   ;1645;2;812;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);1258 0522 0551 0500 0360               ;10;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;760
221612373;09/14/2022 12:00:00 AM;01/01/2020 12:00:00 AM;1840;16;Foothill   ;1651;2;354;THEFT OF IDENTITY                                       ;1501                                   ;41;M;H;710;OTHER PREMISE                               ;;;IC;Invest Cont ;354
221614871;12/05/2022 12:00:00 AM;06/01/2020 12:00:00 AM;2200;16;Foothill   ;1602;2;812;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);0522 1258 0913 0552 0550               ;8;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;812
231607319;04/16/2023 12:00:00 AM;11/18/2020 12:00:00 AM;1200;16;Foothill   ;1675;2;354;THEFT OF IDENTITY                                       ;1822 0922                              ;27;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221611162;08/06/2022 12:00:00 AM;07/26/2020 12:00:00 AM;1;16;Foothill   ;1695;2;354;THEFT OF IDENTITY                                       ;1501                                   ;36;M;H;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;354
221607028;04/04/2022 12:00:00 AM;05/20/2020 12:00:00 AM;1645;16;Foothill   ;1676;2;354;THEFT OF IDENTITY                                       ;0930                                   ;40;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221614979;12/08/2022 12:00:00 AM;11/01/2020 12:00:00 AM;1;16;Foothill   ;1611;2;354;THEFT OF IDENTITY                                       ;1822 0928                              ;55;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221608522;05/19/2022 12:00:00 AM;11/20/2020 12:00:00 AM;1630;16;Foothill   ;1676;2;354;THEFT OF IDENTITY                                       ;1501                                   ;28;M;W;506;ABANDONED BUILDING ABANDONED HOUSE          ;;;IC;Invest Cont ;354
221611597;08/19/2022 12:00:00 AM;01/01/2020 12:00:00 AM;1;16;Foothill   ;1643;2;354;THEFT OF IDENTITY                                       ;1822                                   ;22;F;H;406;OTHER STORE                                 ;;;IC;Invest Cont ;354
221608688;05/24/2022 12:00:00 AM;03/30/2020 12:00:00 AM;1200;16;Foothill   ;1605;1;815;SEXUAL PENETRATION W/FOREIGN OBJECT                     ;1258 0913 0515                         ;5;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;812
201604649;01/15/2020 12:00:00 AM;01/15/2020 12:00:00 AM;1700;16;Foothill   ;1687;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;1822 0344                              ;50;M;W;101;STREET                                      ;;;IC;Invest Cont ;440
201610153;06/18/2020 12:00:00 AM;06/17/2020 12:00:00 AM;1300;16;Foothill   ;1693;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
231614931;12/13/2023 12:00:00 AM;12/10/2020 12:00:00 AM;1225;16;Foothill   ;1619;2;354;THEFT OF IDENTITY                                       ;1822 1202                              ;69;M;O;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221609678;06/20/2022 12:00:00 AM;06/20/2020 12:00:00 AM;2030;16;Foothill   ;1637;2;354;THEFT OF IDENTITY                                       ;1822                                   ;32;M;O;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221605184;02/07/2022 12:00:00 AM;01/01/2020 12:00:00 AM;800;16;Foothill   ;1687;2;354;THEFT OF IDENTITY                                       ;0377                                   ;58;M;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221614306;11/15/2022 12:00:00 AM;11/01/2020 12:00:00 AM;1;16;Foothill   ;1611;2;354;THEFT OF IDENTITY                                       ;0377                                   ;44;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221606221;03/08/2022 12:00:00 AM;01/01/2020 12:00:00 AM;1200;16;Foothill   ;1633;2;812;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);1258 1601 0522 0913                    ;7;F;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;624
221607980;04/23/2022 12:00:00 AM;04/01/2020 12:00:00 AM;1200;16;Foothill   ;1668;2;354;THEFT OF IDENTITY                                       ;;58;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
211605910;03/08/2021 12:00:00 AM;12/23/2020 12:00:00 AM;1200;16;Foothill   ;1675;1;310;BURGLARY                                                ;0344 1822                              ;48;F;B;221;PUBLIC STORAGE                              ;;;IC;Invest Cont ;310
231605843;02/27/2023 12:00:00 AM;02/27/2020 12:00:00 AM;1415;16;Foothill   ;1675;2;354;THEFT OF IDENTITY                                       ;0922                                   ;31;F;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;354
221610845;07/26/2022 12:00:00 AM;02/01/2020 12:00:00 AM;1200;16;Foothill   ;1601;1;310;BURGLARY                                                ;1202 0344                              ;84;M;B;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;310
221609218;06/03/2022 12:00:00 AM;03/03/2020 12:00:00 AM;1220;16;Foothill   ;1668;2;354;THEFT OF IDENTITY                                       ;0929 1822 0922                         ;40;F;O;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
231606538;03/23/2023 12:00:00 AM;02/01/2020 12:00:00 AM;710;16;Foothill   ;1613;2;354;THEFT OF IDENTITY                                       ;1501                                   ;18;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;354
221607831;05/01/2022 12:00:00 AM;12/01/2020 12:00:00 AM;800;16;Foothill   ;1638;2;956;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 ;1906                                   ;30;F;B;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;956
221613491;10/20/2022 12:00:00 AM;01/01/2020 12:00:00 AM;1200;16;Foothill   ;1622;2;812;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);0552 1258 0448 0551                    ;10;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;812
201608553;04/28/2020 12:00:00 AM;04/28/2020 12:00:00 AM;1730;16;Foothill   ;1622;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;0421 1822                              ;14;M;H;109;PARK/PLAYGROUND                             ;114;AIR PISTOL/REVOLVER/RIFLE/BB GUN              ;AA;Adult Arrest;230
201615829;12/19/2020 12:00:00 AM;12/16/2020 12:00:00 AM;1500;16;Foothill   ;1684;1;210;ROBBERY                                                 ;0444 0344                              ;0;M;W;101;STREET                                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;210
201610419;06/25/2020 12:00:00 AM;06/25/2020 12:00:00 AM;2000;16;Foothill   ;1642;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;0344 1300                              ;36;F;H;101;STREET                                      ;;;IC;Invest Cont ;420
201614562;11/07/2020 12:00:00 AM;11/07/2020 12:00:00 AM;2200;16;Foothill   ;1602;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;1309 0913 0554 0334 0302 0416          ;23;F;H;501;SINGLE FAMILY DWELLING                      ;102;HAND GUN                                      ;AA;Adult Arrest;230
201609346;05/23/2020 12:00:00 AM;05/21/2020 12:00:00 AM;1830;16;Foothill   ;1682;1;330;BURGLARY FROM VEHICLE                                   ;1202 0344                              ;74;M;H;116;OTHER/OUTSIDE                               ;;;IC;Invest Cont ;330
201607607;03/30/2020 12:00:00 AM;03/30/2020 12:00:00 AM;1030;16;Foothill   ;1681;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;0344 1606                              ;37;F;H;108;PARKING LOT                                 ;;;IC;Invest Cont ;420
201614670;11/11/2020 12:00:00 AM;11/11/2020 12:00:00 AM;1630;16;Foothill   ;1645;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;1202 2000 0913 1813 0444 0400          ;63;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;626
201606558;03/02/2020 12:00:00 AM;02/29/2020 12:00:00 AM;300;16;Foothill   ;1675;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;0397 1822 0344                         ;0;M;O;121;YARD (RESIDENTIAL/BUSINESS)                 ;;;IC;Invest Cont ;341
201606018;02/19/2020 12:00:00 AM;02/18/2020 12:00:00 AM;1600;16;Foothill   ;1638;1;236;INTIMATE PARTNER - AGGRAVATED ASSAULT                   ;2000 0913 1813 0416                    ;23;F;O;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;236
201600548;02/08/2020 12:00:00 AM;02/08/2020 12:00:00 AM;955;16;Foothill   ;1612;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;1218 2000 1814 0416 0913 1402 2004     ;31;M;B;102;SIDEWALK                                    ;308;STICK                                         ;AA;Adult Arrest;230
201612851;09/14/2020 12:00:00 AM;09/14/2020 12:00:00 AM;5;16;Foothill   ;1645;2;888;TRESPASSING                                             ;1501                                   ;49;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;888
201608314;04/20/2020 12:00:00 AM;04/19/2020 12:00:00 AM;1800;16;Foothill   ;1637;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;0344 1300                              ;33;M;W;101;STREET                                      ;;;IC;Invest Cont ;331
201608889;05/09/2020 12:00:00 AM;05/08/2020 12:00:00 AM;1230;16;Foothill   ;1645;1;236;INTIMATE PARTNER - AGGRAVATED ASSAULT                   ;2000 0400 0913 0447 0411               ;37;M;B;108;PARKING LOT                                 ;212;BOTTLE                                        ;AA;Adult Arrest;236
201614406;11/03/2020 12:00:00 AM;11/03/2020 12:00:00 AM;2050;16;Foothill   ;1602;1;220;ATTEMPTED ROBBERY                                       ;0302 0355                              ;34;M;H;108;PARKING LOT                                 ;109;SEMI-AUTOMATIC PISTOL                         ;JA;Juv Arrest  ;220
201610642;07/01/2020 12:00:00 AM;06/23/2020 12:00:00 AM;130;16;Foothill   ;1636;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;1202 0344                              ;67;M;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;341
201609969;06/13/2020 12:00:00 AM;06/13/2020 12:00:00 AM;1945;16;Foothill   ;1617;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;1822 0450                              ;21;F;H;101;STREET                                      ;101;REVOLVER                                      ;IC;Invest Cont ;230
201611838;08/10/2020 12:00:00 AM;08/10/2020 12:00:00 AM;135;16;Foothill   ;1638;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;0400 2000 0408 0913 1309               ;41;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;626
201605951;02/17/2020 12:00:00 AM;02/17/2020 12:00:00 AM;600;16;Foothill   ;1633;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
201611517;07/28/2020 12:00:00 AM;07/28/2020 12:00:00 AM;930;16;Foothill   ;1601;2;625;OTHER ASSAULT                                           ;0913 0360 0416                         ;96;F;B;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;625
