DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME;Rpt Dist No;Part 1-2;Crm Cd;Crm Cd Desc;Mocodes;Vict Age;Vict Sex;Vict Descent;Premis Cd;Premis Desc;Weapon Used Cd;Weapon Desc;Status;Status Desc;Crm Cd 1
220406802;03/25/2022 12:00:00 AM;03/24/2020 12:00:00 AM;245;4;Hollenbeck ;411;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
230406805;03/26/2023 12:00:00 AM;02/10/2020 12:00:00 AM;1400;4;Hollenbeck ;462;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0344                                   ;20;F;H;222;LAUNDROMAT                                  ;;;IC;Invest Cont ;440
210404363;01/11/2021 12:00:00 AM;12/18/2020 12:00:00 AM;1230;4;Hollenbeck ;478;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;0344                                   ;0;M;W;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;341
220404154;01/05/2022 12:00:00 AM;12/31/2020 12:00:00 AM;2320;4;Hollenbeck ;448;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;0913 2000 1814 2001 0446 0340 0448 0419;23;F;H;704;ELEMENTARY SCHOOL                           ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;626
220404758;01/25/2022 12:00:00 AM;04/12/2020 12:00:00 AM;1800;4;Hollenbeck ;416;2;956;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 ;0913 0400 0443                         ;51;M;O;501;SINGLE FAMILY DWELLING                      ;511;VERBAL THREAT                                 ;IC;Invest Cont ;956
220412117;08/15/2022 12:00:00 AM;06/03/2020 12:00:00 AM;5;4;Hollenbeck ;427;2;354;THEFT OF IDENTITY                                       ;0100                                   ;34;F;K;750;CYBERSPACE                                  ;;;IC;Invest Cont ;354
220416185;12/09/2022 12:00:00 AM;02/09/2020 12:00:00 AM;1710;4;Hollenbeck ;462;2;354;THEFT OF IDENTITY                                       ;0100                                   ;51;M;H;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;354
230405444;02/14/2023 12:00:00 AM;02/13/2020 12:00:00 AM;1500;4;Hollenbeck ;406;1;330;BURGLARY FROM VEHICLE                                   ;1609 0344 1307                         ;45;M;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;330
220408716;05/17/2022 12:00:00 AM;08/15/2020 12:00:00 AM;900;4;Hollenbeck ;467;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0344                                   ;-1;M;W;721;HIGH SCHOOL                                 ;;;IC;Invest Cont ;440
220404739;01/24/2022 12:00:00 AM;06/13/2020 12:00:00 AM;1330;4;Hollenbeck ;417;2;354;THEFT OF IDENTITY                                       ;0100                                   ;25;F;H;504;OTHER RESIDENCE                             ;;;IC;Invest Cont ;354
210404695;01/19/2021 12:00:00 AM;06/01/2020 12:00:00 AM;1200;4;Hollenbeck ;464;2;354;THEFT OF IDENTITY                                       ;0100                                   ;58;M;H;504;OTHER RESIDENCE                             ;;;IC;Invest Cont ;354
230404990;01/30/2023 12:00:00 AM;03/16/2020 12:00:00 AM;800;4;Hollenbeck ;488;2;354;THEFT OF IDENTITY                                       ;1202                                   ;77;F;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
220409179;05/28/2022 12:00:00 AM;07/09/2020 12:00:00 AM;5;4;Hollenbeck ;423;2;354;THEFT OF IDENTITY                                       ;0100                                   ;46;M;H;710;OTHER PREMISE                               ;;;IC;Invest Cont ;354
230407784;04/18/2023 12:00:00 AM;06/02/2020 12:00:00 AM;1;4;Hollenbeck ;464;2;845;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               ;2004                                   ;-2;X;X;726;POLICE FACILITY                             ;;;IC;Invest Cont ;845
220414662;10/25/2022 12:00:00 AM;12/04/2020 12:00:00 AM;2200;4;Hollenbeck ;479;1;236;INTIMATE PARTNER - AGGRAVATED ASSAULT                   ;2000 0913 1814 1243 0400 0409          ;61;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;236
230409872;03/28/2023 12:00:00 AM;02/17/2020 12:00:00 AM;935;4;Hollenbeck ;488;2;354;THEFT OF IDENTITY                                       ;0100                                   ;21;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
200410136;06/24/2020 12:00:00 AM;06/24/2020 12:00:00 AM;700;4;Hollenbeck ;413;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
220404622;01/20/2022 12:00:00 AM;07/29/2020 12:00:00 AM;1;4;Hollenbeck ;448;2;354;THEFT OF IDENTITY                                       ;0100                                   ;23;M;F;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
230414279;11/09/2023 12:00:00 AM;02/16/2020 12:00:00 AM;1200;4;Hollenbeck ;413;1;121;RAPE, FORCIBLE                                          ;0913 1814 0500 0527 1501 1259          ;13;F;H;501;SINGLE FAMILY DWELLING                      ;511;VERBAL THREAT                                 ;IC;Invest Cont ;121
220406238;03/10/2022 12:00:00 AM;03/09/2020 12:00:00 AM;2000;4;Hollenbeck ;449;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
220405073;02/03/2022 12:00:00 AM;12/28/2020 12:00:00 AM;1801;4;Hollenbeck ;473;2;956;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 ;1906                                   ;32;M;W;710;OTHER PREMISE                               ;;;AA;Adult Arrest;956
220416167;12/09/2022 12:00:00 AM;03/06/2020 12:00:00 AM;1045;4;Hollenbeck ;411;2;624;BATTERY - SIMPLE ASSAULT                                ;0913 0400 0448                         ;33;F;H;203;OTHER BUSINESS                              ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;624
210404224;01/04/2021 12:00:00 AM;12/27/2020 12:00:00 AM;1130;4;Hollenbeck ;438;1;310;BURGLARY                                                ;0344                                   ;61;F;H;504;OTHER RESIDENCE                             ;;;IC;Invest Cont ;310
230404327;01/10/2023 12:00:00 AM;06/01/2020 12:00:00 AM;1;4;Hollenbeck ;466;2;354;THEFT OF IDENTITY                                       ;0100                                   ;37;F;B;504;OTHER RESIDENCE                             ;;;IC;Invest Cont ;354
220405219;02/07/2022 12:00:00 AM;04/10/2020 12:00:00 AM;1950;4;Hollenbeck ;429;2;354;THEFT OF IDENTITY                                       ;;30;F;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
220406013;03/02/2022 12:00:00 AM;08/02/2020 12:00:00 AM;800;4;Hollenbeck ;408;2;354;THEFT OF IDENTITY                                       ;0100                                   ;64;F;H;725;GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY &;;;IC;Invest Cont ;354
200410224;06/27/2020 12:00:00 AM;06/27/2020 12:00:00 AM;400;4;Hollenbeck ;471;1;510;VEHICLE - STOLEN                                        ;;0;;;108;PARKING LOT                                 ;;;IC;Invest Cont ;510
200412621;09/10/2020 12:00:00 AM;09/09/2020 12:00:00 AM;1800;4;Hollenbeck ;467;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
200410047;06/22/2020 12:00:00 AM;02/01/2020 12:00:00 AM;1;4;Hollenbeck ;429;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
200414361;10/28/2020 12:00:00 AM;10/15/2020 12:00:00 AM;1200;4;Hollenbeck ;487;2;354;THEFT OF IDENTITY                                       ;0100                                   ;49;M;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
200408306;04/28/2020 12:00:00 AM;04/28/2020 12:00:00 AM;1650;4;Hollenbeck ;488;2;624;BATTERY - SIMPLE ASSAULT                                ;0446                                   ;43;F;H;102;SIDEWALK                                    ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;624
200406978;03/16/2020 12:00:00 AM;03/14/2020 12:00:00 AM;58;4;Hollenbeck ;443;1;510;VEHICLE - STOLEN                                        ;;0;;;108;PARKING LOT                                 ;;;IC;Invest Cont ;510
200407198;03/22/2020 12:00:00 AM;03/22/2020 12:00:00 AM;430;4;Hollenbeck ;466;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;2000 0913 0416 1813 1243               ;27;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;626
200413464;10/04/2020 12:00:00 AM;10/04/2020 12:00:00 AM;1745;4;Hollenbeck ;408;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;1814 0400 0913 2000                    ;43;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;626
200409389;05/31/2020 12:00:00 AM;05/31/2020 12:00:00 AM;1800;4;Hollenbeck ;455;1;761;BRANDISH WEAPON                                         ;0913 1814 2000 0334 0444               ;25;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;626
200407426;03/30/2020 12:00:00 AM;03/30/2020 12:00:00 AM;1830;4;Hollenbeck ;407;1;442;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                ;0325                                   ;0;X;X;242;DISCOUNT STORE (99 CENT,DOLLAR,ETC.         ;;;IC;Invest Cont ;442
200412397;09/02/2020 12:00:00 AM;08/21/2020 12:00:00 AM;800;4;Hollenbeck ;459;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0344                                   ;46;M;H;232;DELIVERY SERVICE (FED EX, UPS, COURIERS,COUR;;;IC;Invest Cont ;440
200409165;05/24/2020 12:00:00 AM;05/24/2020 12:00:00 AM;135;4;Hollenbeck ;416;2;753;DISCHARGE FIREARMS/SHOTS FIRED                          ;1100 1407                              ;0;M;X;101;STREET                                      ;106;UNKNOWN FIREARM                               ;IC;Invest Cont ;753
200407117;03/20/2020 12:00:00 AM;03/20/2020 12:00:00 AM;230;4;Hollenbeck ;455;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329                                   ;44;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;740
200404296;01/08/2020 12:00:00 AM;01/07/2020 12:00:00 AM;1530;4;Hollenbeck ;437;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329                                   ;0;X;X;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;740
200416028;12/17/2020 12:00:00 AM;12/17/2020 12:00:00 AM;1525;4;Hollenbeck ;473;2;900;VIOLATION OF COURT ORDER                                ;2038 0913 0361                         ;65;M;H;504;OTHER RESIDENCE                             ;;;IC;Invest Cont ;900
200414791;11/11/2020 12:00:00 AM;11/11/2020 12:00:00 AM;1400;4;Hollenbeck ;409;2;901;VIOLATION OF RESTRAINING ORDER                          ;2038                                   ;37;F;H;501;SINGLE FAMILY DWELLING                      ;;;AO;Adult Other ;901
200408618;05/07/2020 12:00:00 AM;05/06/2020 12:00:00 AM;1800;4;Hollenbeck ;424;1;330;BURGLARY FROM VEHICLE                                   ;1302 0344                              ;53;M;H;101;STREET                                      ;;;IC;Invest Cont ;330
200407521;04/02/2020 12:00:00 AM;04/02/2020 12:00:00 AM;1240;4;Hollenbeck ;473;1;236;INTIMATE PARTNER - AGGRAVATED ASSAULT                   ;2000 0913 1243 1814 0416 0334          ;21;F;H;504;OTHER RESIDENCE                             ;500;UNKNOWN WEAPON/OTHER WEAPON                   ;AO;Adult Other ;236
200414488;10/30/2020 12:00:00 AM;10/29/2020 12:00:00 AM;2200;4;Hollenbeck ;477;2;624;BATTERY - SIMPLE ASSAULT                                ;1822 0446 0417                         ;20;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;624
200408755;05/11/2020 12:00:00 AM;05/11/2020 12:00:00 AM;2030;4;Hollenbeck ;455;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;1407 1100 1259 0430 1822 0906          ;17;M;H;116;OTHER/OUTSIDE                               ;106;UNKNOWN FIREARM                               ;IC;Invest Cont ;230
200412172;08/26/2020 12:00:00 AM;08/26/2020 12:00:00 AM;1030;4;Hollenbeck ;449;2;624;BATTERY - SIMPLE ASSAULT                                ;0562 0446                              ;65;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;624
200409594;06/08/2020 12:00:00 AM;06/06/2020 12:00:00 AM;2000;4;Hollenbeck ;428;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0329 1300                              ;35;F;B;707;GARAGE/CARPORT                              ;;;IC;Invest Cont ;745
200408096;04/22/2020 12:00:00 AM;04/22/2020 12:00:00 AM;1900;4;Hollenbeck ;471;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;1402 2004 1822 0411                    ;32;M;H;101;STREET                                      ;205;KITCHEN KNIFE                                 ;AA;Adult Arrest;230
200415454;12/01/2020 12:00:00 AM;11/16/2020 12:00:00 AM;1200;4;Hollenbeck ;409;2;354;THEFT OF IDENTITY                                       ;0100                                   ;47;F;H;750;CYBERSPACE                                  ;;;IC;Invest Cont ;354
200413270;09/29/2020 12:00:00 AM;09/29/2020 12:00:00 AM;215;4;Hollenbeck ;467;2;900;VIOLATION OF COURT ORDER                                ;2038                                   ;47;F;H;501;SINGLE FAMILY DWELLING                      ;;;AO;Adult Other ;900
200400819;05/24/2020 12:00:00 AM;05/24/2020 12:00:00 AM;2145;4;Hollenbeck ;491;1;210;ROBBERY                                                 ;1822 0325 0355                         ;0;X;X;203;OTHER BUSINESS                              ;500;UNKNOWN WEAPON/OTHER WEAPON                   ;IC;Invest Cont ;210
200404133;01/03/2020 12:00:00 AM;01/03/2020 12:00:00 AM;2045;4;Hollenbeck ;453;2;624;BATTERY - SIMPLE ASSAULT                                ;1810 0416                              ;40;M;B;501;SINGLE FAMILY DWELLING                      ;500;UNKNOWN WEAPON/OTHER WEAPON                   ;AA;Adult Arrest;624
200406644;03/08/2020 12:00:00 AM;03/05/2020 12:00:00 AM;2200;4;Hollenbeck ;455;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;0344                                   ;28;F;W;101;STREET                                      ;;;IC;Invest Cont ;331
200410108;06/23/2020 12:00:00 AM;06/23/2020 12:00:00 AM;750;4;Hollenbeck ;445;1;510;VEHICLE - STOLEN                                        ;;0;;;108;PARKING LOT                                 ;;;IC;Invest Cont ;510
200411610;08/09/2020 12:00:00 AM;08/09/2020 12:00:00 AM;1730;4;Hollenbeck ;453;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED                  ;2004 0421 1822                         ;24;F;H;102;SIDEWALK                                    ;511;VERBAL THREAT                                 ;AA;Adult Arrest;930
200405985;02/20/2020 12:00:00 AM;02/15/2020 12:00:00 AM;1500;4;Hollenbeck ;438;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329                                   ;47;M;H;101;STREET                                      ;;;IC;Invest Cont ;740
200413927;10/17/2020 12:00:00 AM;10/16/2020 12:00:00 AM;2100;4;Hollenbeck ;412;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329 1307                              ;50;M;W;108;PARKING LOT                                 ;;;IC;Invest Cont ;740
200415366;11/29/2020 12:00:00 AM;11/29/2020 12:00:00 AM;130;4;Hollenbeck ;415;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0329                                   ;0;X;X;301;GAS STATION                                 ;;;IC;Invest Cont ;745
200401034;09/08/2020 12:00:00 AM;09/08/2020 12:00:00 AM;700;4;Hollenbeck ;479;1;310;BURGLARY                                                ;0344 0329 1606 1402                    ;0;M;W;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;310
200413565;10/07/2020 12:00:00 AM;10/07/2020 12:00:00 AM;1300;4;Hollenbeck ;448;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329                                   ;0;X;X;101;STREET                                      ;;;IC;Invest Cont ;740
200410794;07/15/2020 12:00:00 AM;07/15/2020 12:00:00 AM;1100;4;Hollenbeck ;464;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;0344                                   ;46;M;H;101;STREET                                      ;;;IC;Invest Cont ;331
200410168;06/25/2020 12:00:00 AM;06/25/2020 12:00:00 AM;10;4;Hollenbeck ;473;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0329 1300                              ;32;F;H;101;STREET                                      ;;;IC;Invest Cont ;745
200415682;12/06/2020 12:00:00 AM;12/06/2020 12:00:00 AM;2130;4;Hollenbeck ;407;2;900;VIOLATION OF COURT ORDER                                ;2038 0913 0562 2004                    ;67;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;900
200411004;07/21/2020 12:00:00 AM;07/18/2020 12:00:00 AM;1900;4;Hollenbeck ;443;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;1218 0447 0334 1822                    ;56;M;H;101;STREET                                      ;306;ROCK/THROWN OBJECT                            ;IC;Invest Cont ;230
200411203;07/27/2020 12:00:00 AM;07/26/2020 12:00:00 AM;2355;4;Hollenbeck ;489;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
200405424;02/06/2020 12:00:00 AM;02/04/2020 12:00:00 AM;1400;4;Hollenbeck ;402;1;310;BURGLARY                                                ;0344 0329                              ;0;M;W;725;GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY &;;;IC;Invest Cont ;310
200407318;03/27/2020 12:00:00 AM;03/27/2020 12:00:00 AM;315;4;Hollenbeck ;422;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329                                   ;40;M;O;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;740
200406517;03/04/2020 12:00:00 AM;03/04/2020 12:00:00 AM;1405;4;Hollenbeck ;491;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329 1300 1307                         ;47;F;H;108;PARKING LOT                                 ;;;IC;Invest Cont ;740
200410977;07/20/2020 12:00:00 AM;07/13/2020 12:00:00 AM;1330;4;Hollenbeck ;463;1;310;BURGLARY                                                ;0344 0329 1602                         ;0;M;W;704;ELEMENTARY SCHOOL                           ;;;IC;Invest Cont ;310
200405314;02/03/2020 12:00:00 AM;02/03/2020 12:00:00 AM;1615;4;Hollenbeck ;449;1;510;VEHICLE - STOLEN                                        ;;0;;;104;DRIVEWAY                                    ;;;IC;Invest Cont ;510
200405697;02/13/2020 12:00:00 AM;02/13/2020 12:00:00 AM;2300;4;Hollenbeck ;461;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;1100 1407 0329                         ;0;F;H;101;STREET                                      ;;;IC;Invest Cont ;740
200407822;04/14/2020 12:00:00 AM;04/06/2020 12:00:00 AM;1100;4;Hollenbeck ;451;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
200412026;08/22/2020 12:00:00 AM;08/21/2020 12:00:00 AM;1850;4;Hollenbeck ;468;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0329 0311                              ;41;F;O;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;745
200411607;08/08/2020 12:00:00 AM;08/08/2020 12:00:00 AM;1830;4;Hollenbeck ;464;2;624;BATTERY - SIMPLE ASSAULT                                ;0913 0416 2004 1202 0561               ;61;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;624
210407587;04/13/2021 12:00:00 AM;12/04/2020 12:00:00 AM;1;4;Hollenbeck ;426;2;354;THEFT OF IDENTITY                                       ;0100                                   ;36;M;H;504;OTHER RESIDENCE                             ;;;IC;Invest Cont ;354
200411904;08/19/2020 12:00:00 AM;08/19/2020 12:00:00 AM;1345;4;Hollenbeck ;477;2;624;BATTERY - SIMPLE ASSAULT                                ;0446                                   ;43;M;H;103;ALLEY                                       ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;624
200415653;12/05/2020 12:00:00 AM;12/05/2020 12:00:00 AM;2310;4;Hollenbeck ;424;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0344                                   ;21;M;A;101;STREET                                      ;;;IC;Invest Cont ;440
200400694;03/26/2020 12:00:00 AM;03/26/2020 12:00:00 AM;1435;4;Hollenbeck ;422;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;0906 0302 1309 0334 1100 1407 1822     ;23;M;H;102;SIDEWALK                                    ;102;HAND GUN                                      ;IC;Invest Cont ;230
200411785;08/16/2020 12:00:00 AM;08/16/2020 12:00:00 AM;455;4;Hollenbeck ;423;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;0334 0302 0913 0906                    ;35;F;H;101;STREET                                      ;102;HAND GUN                                      ;IC;Invest Cont ;230
200404183;01/05/2020 12:00:00 AM;01/05/2020 12:00:00 AM;2010;4;Hollenbeck ;456;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0329                                   ;63;F;H;501;SINGLE FAMILY DWELLING                      ;;;AO;Adult Other ;745
200405489;02/07/2020 12:00:00 AM;02/06/2020 12:00:00 AM;2115;4;Hollenbeck ;464;2;946;OTHER MISCELLANEOUS CRIME                               ;0432 0913 1258                         ;12;F;H;501;SINGLE FAMILY DWELLING                      ;500;UNKNOWN WEAPON/OTHER WEAPON                   ;AO;Adult Other ;946
200414980;11/17/2020 12:00:00 AM;11/02/2020 12:00:00 AM;1600;4;Hollenbeck ;406;1;330;BURGLARY FROM VEHICLE                                   ;1302 0344                              ;41;M;H;507;CONDOMINIUM/TOWNHOUSE                       ;;;IC;Invest Cont ;330
200412273;08/29/2020 12:00:00 AM;08/29/2020 12:00:00 AM;540;4;Hollenbeck ;413;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
