DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME
220915189;10/19/2022 12:00:00 AM;10/01/2020 12:00:00 AM;1200;9;Van Nuys   
200906009;02/14/2020 12:00:00 AM;02/13/2020 12:00:00 AM;2230;9;Van Nuys   
220905871;02/18/2022 12:00:00 AM;07/01/2020 12:00:00 AM;1;9;Van Nuys   
220912439;08/10/2022 12:00:00 AM;12/27/2020 12:00:00 AM;900;9;Van Nuys   
230904454;01/13/2023 12:00:00 AM;09/01/2020 12:00:00 AM;2130;9;Van Nuys   
230910650;06/15/2023 12:00:00 AM;05/17/2020 12:00:00 AM;1;9;Van Nuys   
230908448;04/21/2023 12:00:00 AM;03/07/2020 12:00:00 AM;1435;9;Van Nuys   
230907510;03/30/2023 12:00:00 AM;10/01/2020 12:00:00 AM;1200;9;Van Nuys   
210908671;04/28/2021 12:00:00 AM;08/05/2020 12:00:00 AM;900;9;Van Nuys   
230910046;05/31/2023 12:00:00 AM;03/04/2020 12:00:00 AM;1345;9;Van Nuys   
230917287;12/10/2023 12:00:00 AM;01/29/2020 12:00:00 AM;1200;9;Van Nuys   
220913253;08/31/2022 12:00:00 AM;07/01/2020 12:00:00 AM;1200;9;Van Nuys   
210904186;01/06/2021 12:00:00 AM;12/23/2020 12:00:00 AM;1000;9;Van Nuys   
230914319;09/19/2023 12:00:00 AM;09/12/2020 12:00:00 AM;1200;9;Van Nuys   
220910801;06/26/2022 12:00:00 AM;06/25/2020 12:00:00 AM;2035;9;Van Nuys   
220905952;02/21/2022 12:00:00 AM;05/25/2020 12:00:00 AM;1245;9;Van Nuys   
230916259;11/11/2023 12:00:00 AM;06/01/2020 12:00:00 AM;1200;9;Van Nuys   
220907170;03/24/2022 12:00:00 AM;07/16/2020 12:00:00 AM;1;9;Van Nuys   
220904549;01/15/2022 12:00:00 AM;05/21/2020 12:00:00 AM;1;9;Van Nuys   
230912000;07/20/2023 12:00:00 AM;03/20/2020 12:00:00 AM;1200;9;Van Nuys   
200914517;09/10/2020 12:00:00 AM;09/09/2020 12:00:00 AM;1735;9;Van Nuys   
200914052;08/27/2020 12:00:00 AM;08/27/2020 12:00:00 AM;1255;9;Van Nuys   
200918185;12/07/2020 12:00:00 AM;12/07/2020 12:00:00 AM;1203;9;Van Nuys   
200911839;07/02/2020 12:00:00 AM;06/26/2020 12:00:00 AM;1200;9;Van Nuys   
200911119;06/16/2020 12:00:00 AM;06/15/2020 12:00:00 AM;2300;9;Van Nuys   
200914159;08/30/2020 12:00:00 AM;08/30/2020 12:00:00 AM;1420;9;Van Nuys   
200906435;02/24/2020 12:00:00 AM;02/23/2020 12:00:00 AM;1800;9;Van Nuys   
200911049;06/15/2020 12:00:00 AM;06/09/2020 12:00:00 AM;1025;9;Van Nuys   
200917497;11/20/2020 12:00:00 AM;11/20/2020 12:00:00 AM;1130;9;Van Nuys   
200913781;08/21/2020 12:00:00 AM;08/20/2020 12:00:00 AM;503;9;Van Nuys   
200912278;07/13/2020 12:00:00 AM;07/12/2020 12:00:00 AM;2230;9;Van Nuys   
200916925;11/06/2020 12:00:00 AM;11/06/2020 12:00:00 AM;700;9;Van Nuys   
200915605;10/06/2020 12:00:00 AM;10/06/2020 12:00:00 AM;930;9;Van Nuys   
200908879;04/24/2020 12:00:00 AM;02/05/2020 12:00:00 AM;800;9;Van Nuys   
200915696;10/09/2020 12:00:00 AM;10/09/2020 12:00:00 AM;220;9;Van Nuys   
200906646;02/28/2020 12:00:00 AM;02/27/2020 12:00:00 AM;1030;9;Van Nuys   
200913371;08/10/2020 12:00:00 AM;03/20/2020 12:00:00 AM;600;9;Van Nuys   
200909092;04/29/2020 12:00:00 AM;04/27/2020 12:00:00 AM;2100;9;Van Nuys   
200909232;05/02/2020 12:00:00 AM;05/01/2020 12:00:00 AM;2200;9;Van Nuys   
200919016;12/31/2020 12:00:00 AM;12/23/2020 12:00:00 AM;1200;9;Van Nuys   
200910474;06/03/2020 12:00:00 AM;06/02/2020 12:00:00 AM;2000;9;Van Nuys   
200907410;03/13/2020 12:00:00 AM;03/13/2020 12:00:00 AM;300;9;Van Nuys   
200908380;04/12/2020 12:00:00 AM;03/20/2020 12:00:00 AM;224;9;Van Nuys   
200908452;04/15/2020 12:00:00 AM;04/15/2020 12:00:00 AM;2123;9;Van Nuys   
200915186;09/27/2020 12:00:00 AM;09/26/2020 12:00:00 AM;1930;9;Van Nuys   
200911420;06/22/2020 12:00:00 AM;04/03/2020 12:00:00 AM;1;9;Van Nuys   
200904935;01/23/2020 12:00:00 AM;01/18/2020 12:00:00 AM;1450;9;Van Nuys   
200913246;08/08/2020 12:00:00 AM;08/07/2020 12:00:00 AM;1900;9;Van Nuys   
200911999;07/05/2020 12:00:00 AM;07/04/2020 12:00:00 AM;2330;9;Van Nuys   
200905915;02/11/2020 12:00:00 AM;02/10/2020 12:00:00 AM;1700;9;Van Nuys   
200913093;08/04/2020 12:00:00 AM;07/28/2020 12:00:00 AM;800;9;Van Nuys   
200912584;07/20/2020 12:00:00 AM;07/20/2020 12:00:00 AM;1445;9;Van Nuys   
200908411;04/13/2020 12:00:00 AM;04/13/2020 12:00:00 AM;1320;9;Van Nuys   
200909717;05/15/2020 12:00:00 AM;05/12/2020 12:00:00 AM;1605;9;Van Nuys   
200909837;05/18/2020 12:00:00 AM;05/12/2020 12:00:00 AM;1810;9;Van Nuys   
200910314;05/30/2020 12:00:00 AM;05/29/2020 12:00:00 AM;2215;9;Van Nuys   
200912991;08/01/2020 12:00:00 AM;08/01/2020 12:00:00 AM;530;9;Van Nuys   
200909957;05/21/2020 12:00:00 AM;05/15/2020 12:00:00 AM;2205;9;Van Nuys   
200900618;03/01/2020 12:00:00 AM;03/01/2020 12:00:00 AM;800;9;Van Nuys   
200915687;10/08/2020 12:00:00 AM;09/28/2020 12:00:00 AM;1900;9;Van Nuys   
200916764;11/03/2020 12:00:00 AM;11/03/2020 12:00:00 AM;300;9;Van Nuys   
200912679;07/23/2020 12:00:00 AM;02/27/2020 12:00:00 AM;900;9;Van Nuys   
210906998;03/16/2021 12:00:00 AM;10/27/2020 12:00:00 AM;2330;9;Van Nuys   
200909368;05/06/2020 12:00:00 AM;05/05/2020 12:00:00 AM;830;9;Van Nuys   
200904337;01/08/2020 12:00:00 AM;01/07/2020 12:00:00 AM;2200;9;Van Nuys   
200908604;04/18/2020 12:00:00 AM;04/15/2020 12:00:00 AM;1800;9;Van Nuys   
200906541;02/26/2020 12:00:00 AM;02/26/2020 12:00:00 AM;625;9;Van Nuys   
200917659;11/24/2020 12:00:00 AM;11/24/2020 12:00:00 AM;1230;9;Van Nuys   
200909336;05/05/2020 12:00:00 AM;05/05/2020 12:00:00 AM;315;9;Van Nuys   
200918506;12/16/2020 12:00:00 AM;12/14/2020 12:00:00 AM;1200;9;Van Nuys   
200907147;03/09/2020 12:00:00 AM;03/08/2020 12:00:00 AM;1830;9;Van Nuys   
200911713;06/29/2020 12:00:00 AM;06/27/2020 12:00:00 AM;1700;9;Van Nuys   
200909909;05/19/2020 12:00:00 AM;05/19/2020 12:00:00 AM;2030;9;Van Nuys   
200904592;01/14/2020 12:00:00 AM;01/14/2020 12:00:00 AM;1100;9;Van Nuys   
200912011;07/06/2020 12:00:00 AM;07/04/2020 12:00:00 AM;1200;9;Van Nuys   
200918905;12/28/2020 12:00:00 AM;12/26/2020 12:00:00 AM;2040;9;Van Nuys   
200915292;09/28/2020 12:00:00 AM;09/28/2020 12:00:00 AM;1730;9;Van Nuys   
200911790;06/30/2020 12:00:00 AM;06/30/2020 12:00:00 AM;2020;9;Van Nuys   
200907646;03/20/2020 12:00:00 AM;03/18/2020 12:00:00 AM;1630;9;Van Nuys   
200910010;05/22/2020 12:00:00 AM;05/21/2020 12:00:00 AM;1800;9;Van Nuys   
200905992;02/14/2020 12:00:00 AM;02/13/2020 12:00:00 AM;1050;9;Van Nuys   
200910755;06/06/2020 12:00:00 AM;06/06/2020 12:00:00 AM;1830;9;Van Nuys   
200912549;07/20/2020 12:00:00 AM;07/19/2020 12:00:00 AM;545;9;Van Nuys   
200917073;11/11/2020 12:00:00 AM;11/10/2020 12:00:00 AM;2150;9;Van Nuys   
200909470;05/08/2020 12:00:00 AM;05/08/2020 12:00:00 AM;700;9;Van Nuys   
200918956;12/28/2020 12:00:00 AM;12/26/2020 12:00:00 AM;1700;9;Van Nuys   
200918722;12/22/2020 12:00:00 AM;12/19/2020 12:00:00 AM;800;9;Van Nuys   
210904736;01/22/2021 12:00:00 AM;12/17/2020 12:00:00 AM;1338;9;Van Nuys   
200915974;10/16/2020 12:00:00 AM;10/15/2020 12:00:00 AM;2150;9;Van Nuys   
200913459;08/13/2020 12:00:00 AM;08/04/2020 12:00:00 AM;1730;9;Van Nuys   
200906746;03/01/2020 12:00:00 AM;02/20/2020 12:00:00 AM;1800;9;Van Nuys   
200904951;01/23/2020 12:00:00 AM;01/22/2020 12:00:00 AM;2030;9;Van Nuys   
200911573;06/25/2020 12:00:00 AM;06/21/2020 12:00:00 AM;2315;9;Van Nuys   
200914535;09/10/2020 12:00:00 AM;09/08/2020 12:00:00 AM;1730;9;Van Nuys   
200907110;03/08/2020 12:00:00 AM;03/05/2020 12:00:00 AM;1700;9;Van Nuys   
200914981;09/21/2020 12:00:00 AM;09/21/2020 12:00:00 AM;1220;9;Van Nuys   
200918367;12/12/2020 12:00:00 AM;12/12/2020 12:00:00 AM;15;9;Van Nuys   
200905028;01/24/2020 12:00:00 AM;01/23/2020 12:00:00 AM;1800;9;Van Nuys   
200906313;02/21/2020 12:00:00 AM;02/20/2020 12:00:00 AM;2200;9;Van Nuys   
200900955;12/25/2020 12:00:00 AM;12/24/2020 12:00:00 AM;2045;9;Van Nuys   
200900691;04/21/2020 12:00:00 AM;04/21/2020 12:00:00 AM;30;9;Van Nuys   
200918541;12/17/2020 12:00:00 AM;12/17/2020 12:00:00 AM;1000;9;Van Nuys   
200918386;12/12/2020 12:00:00 AM;12/12/2020 12:00:00 AM;1700;9;Van Nuys   
200908510;04/16/2020 12:00:00 AM;04/16/2020 12:00:00 AM;15;9;Van Nuys   
200917286;11/15/2020 12:00:00 AM;11/15/2020 12:00:00 AM;1030;9;Van Nuys   
200909850;05/18/2020 12:00:00 AM;05/15/2020 12:00:00 AM;1200;9;Van Nuys   
200910984;06/13/2020 12:00:00 AM;06/12/2020 12:00:00 AM;2230;9;Van Nuys   
200909229;05/02/2020 12:00:00 AM;05/01/2020 12:00:00 AM;1600;9;Van Nuys   
200912090;07/08/2020 12:00:00 AM;07/08/2020 12:00:00 AM;520;9;Van Nuys   
200909602;05/12/2020 12:00:00 AM;05/11/2020 12:00:00 AM;2200;9;Van Nuys   
200908424;04/13/2020 12:00:00 AM;04/13/2020 12:00:00 AM;1730;9;Van Nuys   
200909337;05/05/2020 12:00:00 AM;05/05/2020 12:00:00 AM;1120;9;Van Nuys   
200904811;01/19/2020 12:00:00 AM;01/07/2020 12:00:00 AM;1200;9;Van Nuys   
200908511;04/16/2020 12:00:00 AM;04/16/2020 12:00:00 AM;146;9;Van Nuys   
200905138;01/27/2020 12:00:00 AM;01/23/2020 12:00:00 AM;2315;9;Van Nuys   
200917585;11/23/2020 12:00:00 AM;11/22/2020 12:00:00 AM;1745;9;Van Nuys   
200911627;06/26/2020 12:00:00 AM;06/25/2020 12:00:00 AM;1840;9;Van Nuys   
200906674;02/28/2020 12:00:00 AM;02/26/2020 12:00:00 AM;1630;9;Van Nuys   
200912586;07/20/2020 12:00:00 AM;07/20/2020 12:00:00 AM;1830;9;Van Nuys   
200914871;09/18/2020 12:00:00 AM;09/07/2020 12:00:00 AM;1;9;Van Nuys   
200914026;08/26/2020 12:00:00 AM;08/23/2020 12:00:00 AM;2340;9;Van Nuys   
200910335;05/31/2020 12:00:00 AM;05/30/2020 12:00:00 AM;1500;9;Van Nuys   
200914158;08/30/2020 12:00:00 AM;08/30/2020 12:00:00 AM;1530;9;Van Nuys   
200905765;02/09/2020 12:00:00 AM;02/08/2020 12:00:00 AM;2040;9;Van Nuys   
200904797;01/19/2020 12:00:00 AM;01/18/2020 12:00:00 AM;1620;9;Van Nuys   
200906038;02/14/2020 12:00:00 AM;02/11/2020 12:00:00 AM;1900;9;Van Nuys   
200907767;03/23/2020 12:00:00 AM;03/23/2020 12:00:00 AM;1300;9;Van Nuys   
200911873;07/02/2020 12:00:00 AM;06/29/2020 12:00:00 AM;1700;9;Van Nuys   
200905398;02/01/2020 12:00:00 AM;02/01/2020 12:00:00 AM;1130;9;Van Nuys   
200918839;12/26/2020 12:00:00 AM;12/25/2020 12:00:00 AM;1200;9;Van Nuys   
200905698;02/07/2020 12:00:00 AM;02/07/2020 12:00:00 AM;1435;9;Van Nuys   
200913819;08/21/2020 12:00:00 AM;08/21/2020 12:00:00 AM;1509;9;Van Nuys   
200904837;01/20/2020 12:00:00 AM;01/18/2020 12:00:00 AM;1600;9;Van Nuys   
200904754;01/17/2020 12:00:00 AM;01/16/2020 12:00:00 AM;1800;9;Van Nuys   
200910888;06/11/2020 12:00:00 AM;06/10/2020 12:00:00 AM;2030;9;Van Nuys   
200900002;08/15/2020 12:00:00 AM;08/14/2020 12:00:00 AM;1900;9;Van Nuys   
210905381;02/05/2021 12:00:00 AM;08/13/2020 12:00:00 AM;1200;9;Van Nuys   
200911622;06/26/2020 12:00:00 AM;06/26/2020 12:00:00 AM;1130;9;Van Nuys   
200906595;02/27/2020 12:00:00 AM;02/25/2020 12:00:00 AM;1048;9;Van Nuys   
200900643;03/13/2020 12:00:00 AM;03/13/2020 12:00:00 AM;1400;9;Van Nuys   
200916665;10/31/2020 12:00:00 AM;10/31/2020 12:00:00 AM;1100;9;Van Nuys   
200914822;09/17/2020 12:00:00 AM;08/01/2020 12:00:00 AM;800;9;Van Nuys   
200913102;08/04/2020 12:00:00 AM;08/02/2020 12:00:00 AM;1700;9;Van Nuys   
200911570;06/25/2020 12:00:00 AM;06/16/2020 12:00:00 AM;800;9;Van Nuys   
200910040;05/22/2020 12:00:00 AM;05/21/2020 12:00:00 AM;1950;9;Van Nuys   
200900692;04/21/2020 12:00:00 AM;04/19/2020 12:00:00 AM;1925;9;Van Nuys   
200918273;12/09/2020 12:00:00 AM;12/09/2020 12:00:00 AM;1315;9;Van Nuys   
200906714;02/29/2020 12:00:00 AM;02/26/2020 12:00:00 AM;1000;9;Van Nuys   
200912684;07/23/2020 12:00:00 AM;07/04/2020 12:00:00 AM;1100;9;Van Nuys   
200907481;03/15/2020 12:00:00 AM;03/14/2020 12:00:00 AM;1300;9;Van Nuys   
200914713;09/15/2020 12:00:00 AM;09/14/2020 12:00:00 AM;2030;9;Van Nuys   
200900848;09/26/2020 12:00:00 AM;09/26/2020 12:00:00 AM;1315;9;Van Nuys   
200908232;04/07/2020 12:00:00 AM;04/07/2020 12:00:00 AM;950;9;Van Nuys   
200906488;02/25/2020 12:00:00 AM;02/21/2020 12:00:00 AM;1600;9;Van Nuys   
200911267;06/19/2020 12:00:00 AM;06/01/2020 12:00:00 AM;1630;9;Van Nuys   
200918037;12/04/2020 12:00:00 AM;12/03/2020 12:00:00 AM;2325;9;Van Nuys   
200908665;04/20/2020 12:00:00 AM;04/19/2020 12:00:00 AM;1930;9;Van Nuys   
200907051;02/29/2020 12:00:00 AM;02/28/2020 12:00:00 AM;640;9;Van Nuys   
200908366;04/12/2020 12:00:00 AM;04/11/2020 12:00:00 AM;1940;9;Van Nuys   
200900720;06/01/2020 12:00:00 AM;06/01/2020 12:00:00 AM;1730;9;Van Nuys   
200918485;12/15/2020 12:00:00 AM;12/13/2020 12:00:00 AM;1555;9;Van Nuys   
200917150;11/13/2020 12:00:00 AM;11/12/2020 12:00:00 AM;1200;9;Van Nuys   
200908398;04/13/2020 12:00:00 AM;04/10/2020 12:00:00 AM;1800;9;Van Nuys   
200904167;01/05/2020 12:00:00 AM;01/05/2020 12:00:00 AM;615;9;Van Nuys   
200906880;03/03/2020 12:00:00 AM;03/02/2020 12:00:00 AM;1900;9;Van Nuys   
210909781;05/27/2021 12:00:00 AM;12/15/2020 12:00:00 AM;1125;9;Van Nuys   
200900646;03/15/2020 12:00:00 AM;03/15/2020 12:00:00 AM;1100;9;Van Nuys   
200913949;08/25/2020 12:00:00 AM;08/24/2020 12:00:00 AM;600;9;Van Nuys   
200908152;04/04/2020 12:00:00 AM;04/03/2020 12:00:00 AM;2200;9;Van Nuys   
200917899;11/30/2020 12:00:00 AM;04/29/2020 12:00:00 AM;525;9;Van Nuys   
200911917;07/04/2020 12:00:00 AM;05/15/2020 12:00:00 AM;2030;9;Van Nuys   
200905791;02/09/2020 12:00:00 AM;02/02/2020 12:00:00 AM;830;9;Van Nuys   
200913044;08/02/2020 12:00:00 AM;08/01/2020 12:00:00 AM;2000;9;Van Nuys   
200914385;09/06/2020 12:00:00 AM;09/05/2020 12:00:00 AM;2230;9;Van Nuys   
200915460;10/04/2020 12:00:00 AM;10/04/2020 12:00:00 AM;200;9;Van Nuys   
200908657;04/20/2020 12:00:00 AM;04/19/2020 12:00:00 AM;1730;9;Van Nuys   
200911493;06/24/2020 12:00:00 AM;06/22/2020 12:00:00 AM;1800;9;Van Nuys   
200914075;08/28/2020 12:00:00 AM;08/28/2020 12:00:00 AM;200;9;Van Nuys   
200915358;10/01/2020 12:00:00 AM;09/30/2020 12:00:00 AM;2150;9;Van Nuys   
200905230;01/29/2020 12:00:00 AM;01/28/2020 12:00:00 AM;1950;9;Van Nuys   
200913628;08/17/2020 12:00:00 AM;08/17/2020 12:00:00 AM;530;9;Van Nuys   
200911607;06/26/2020 12:00:00 AM;06/25/2020 12:00:00 AM;700;9;Van Nuys   
200918831;12/25/2020 12:00:00 AM;12/24/2020 12:00:00 AM;839;9;Van Nuys   
200916841;11/04/2020 12:00:00 AM;10/21/2020 12:00:00 AM;1900;9;Van Nuys   
200917718;11/26/2020 12:00:00 AM;11/18/2020 12:00:00 AM;1325;9;Van Nuys   
200910138;05/26/2020 12:00:00 AM;05/26/2020 12:00:00 AM;30;9;Van Nuys   
200906983;03/06/2020 12:00:00 AM;03/03/2020 12:00:00 AM;1;9;Van Nuys   
200912327;07/14/2020 12:00:00 AM;06/30/2020 12:00:00 AM;700;9;Van Nuys   
200917586;11/23/2020 12:00:00 AM;11/22/2020 12:00:00 AM;2030;9;Van Nuys   
200917736;11/27/2020 12:00:00 AM;09/11/2020 12:00:00 AM;700;9;Van Nuys   
200904221;01/06/2020 12:00:00 AM;01/06/2020 12:00:00 AM;550;9;Van Nuys   
200905770;02/09/2020 12:00:00 AM;02/08/2020 12:00:00 AM;2300;9;Van Nuys   
200906823;03/02/2020 12:00:00 AM;03/02/2020 12:00:00 AM;1330;9;Van Nuys   
200918635;12/20/2020 12:00:00 AM;12/20/2020 12:00:00 AM;500;9;Van Nuys   
200911600;06/25/2020 12:00:00 AM;06/25/2020 12:00:00 AM;1930;9;Van Nuys   
200910968;06/12/2020 12:00:00 AM;05/21/2020 12:00:00 AM;1345;9;Van Nuys   
200918744;12/22/2020 12:00:00 AM;12/22/2020 12:00:00 AM;1840;9;Van Nuys   
200914640;09/12/2020 12:00:00 AM;09/08/2020 12:00:00 AM;1113;9;Van Nuys   
200909332;05/05/2020 12:00:00 AM;05/04/2020 12:00:00 AM;455;9;Van Nuys   
200910532;06/04/2020 12:00:00 AM;06/03/2020 12:00:00 AM;1600;9;Van Nuys   
200913538;08/15/2020 12:00:00 AM;08/14/2020 12:00:00 AM;1100;9;Van Nuys   
200915526;10/05/2020 12:00:00 AM;10/03/2020 12:00:00 AM;2020;9;Van Nuys   
200908118;04/03/2020 12:00:00 AM;03/22/2020 12:00:00 AM;630;9;Van Nuys   
200910730;06/07/2020 12:00:00 AM;06/05/2020 12:00:00 AM;900;9;Van Nuys   
200909000;04/27/2020 12:00:00 AM;04/25/2020 12:00:00 AM;1700;9;Van Nuys   
200909991;05/21/2020 12:00:00 AM;05/20/2020 12:00:00 AM;1600;9;Van Nuys   
200916152;10/19/2020 12:00:00 AM;10/09/2020 12:00:00 AM;1200;9;Van Nuys   
200912019;07/06/2020 12:00:00 AM;07/03/2020 12:00:00 AM;1430;9;Van Nuys   
200908387;04/12/2020 12:00:00 AM;04/12/2020 12:00:00 AM;1205;9;Van Nuys   
200911985;07/05/2020 12:00:00 AM;07/04/2020 12:00:00 AM;1600;9;Van Nuys   
200911558;06/25/2020 12:00:00 AM;06/25/2020 12:00:00 AM;315;9;Van Nuys   
200913211;08/07/2020 12:00:00 AM;08/06/2020 12:00:00 AM;2000;9;Van Nuys   
200910089;05/24/2020 12:00:00 AM;05/23/2020 12:00:00 AM;1230;9;Van Nuys   
200916915;11/06/2020 12:00:00 AM;11/03/2020 12:00:00 AM;1800;9;Van Nuys   
200911311;06/20/2020 12:00:00 AM;06/20/2020 12:00:00 AM;100;9;Van Nuys   
200910168;05/26/2020 12:00:00 AM;05/26/2020 12:00:00 AM;655;9;Van Nuys   
200907927;03/28/2020 12:00:00 AM;03/26/2020 12:00:00 AM;300;9;Van Nuys   
200910260;05/28/2020 12:00:00 AM;05/28/2020 12:00:00 AM;1430;9;Van Nuys   
200917002;11/09/2020 12:00:00 AM;11/04/2020 12:00:00 AM;1500;9;Van Nuys   
200914631;09/12/2020 12:00:00 AM;09/12/2020 12:00:00 AM;1120;9;Van Nuys   
200917531;11/21/2020 12:00:00 AM;11/19/2020 12:00:00 AM;1600;9;Van Nuys   
200906161;02/18/2020 12:00:00 AM;02/17/2020 12:00:00 AM;2100;9;Van Nuys   
200916282;10/22/2020 12:00:00 AM;10/22/2020 12:00:00 AM;452;9;Van Nuys   
200913103;08/04/2020 12:00:00 AM;08/03/2020 12:00:00 AM;530;9;Van Nuys   
200912230;07/11/2020 12:00:00 AM;07/03/2020 12:00:00 AM;1000;9;Van Nuys   
200900522;01/22/2020 12:00:00 AM;01/19/2020 12:00:00 AM;2330;9;Van Nuys   
200904912;01/22/2020 12:00:00 AM;01/17/2020 12:00:00 AM;2215;9;Van Nuys   
