DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME;Rpt Dist No;Part 1-2;Crm Cd;Crm Cd Desc;Mocodes;Vict Age;Vict Sex;Vict Descent;Premis Cd;Premis Desc;Weapon Used Cd;Weapon Desc;Status;Status Desc;Crm Cd 1
211105454;02/12/2021 12:00:00 AM;11/29/2020 12:00:00 AM;1200;11;Northeast  ;1144;2;354;THEFT OF IDENTITY                                       ;1822 0100                              ;60;M;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
231110558;06/27/2023 12:00:00 AM;08/07/2020 12:00:00 AM;1400;11;Northeast  ;1149;2;946;OTHER MISCELLANEOUS CRIME                               ;;26;M;B;710;OTHER PREMISE                               ;;;IC;Invest Cont ;946
221108981;05/10/2022 12:00:00 AM;12/02/2020 12:00:00 AM;1200;11;Northeast  ;1123;2;354;THEFT OF IDENTITY                                       ;0928 1822                              ;37;M;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221110416;06/14/2022 12:00:00 AM;10/24/2020 12:00:00 AM;955;11;Northeast  ;1123;2;354;THEFT OF IDENTITY                                       ;1822                                   ;37;M;O;710;OTHER PREMISE                               ;;;IC;Invest Cont ;354
231109634;06/01/2023 12:00:00 AM;09/11/2020 12:00:00 AM;2359;11;Northeast  ;1124;2;845;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               ;1501                                   ;0;X;X;726;POLICE FACILITY                             ;;;IC;Invest Cont ;845
231109830;06/06/2023 12:00:00 AM;10/30/2020 12:00:00 AM;2359;11;Northeast  ;1124;2;845;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               ;1501                                   ;0;X;X;726;POLICE FACILITY                             ;;;IC;Invest Cont ;845
221106367;03/06/2022 12:00:00 AM;11/10/2020 12:00:00 AM;2300;11;Northeast  ;1177;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0329                                   ;54;M;H;501;SINGLE FAMILY DWELLING                      ;500;UNKNOWN WEAPON/OTHER WEAPON                   ;IC;Invest Cont ;745
221115990;11/07/2022 12:00:00 AM;10/06/2020 12:00:00 AM;1;11;Northeast  ;1137;2;812;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);;7;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;812
211106748;03/21/2021 12:00:00 AM;01/01/2020 12:00:00 AM;1200;11;Northeast  ;1107;2;354;THEFT OF IDENTITY                                       ;0930 1822                              ;50;F;F;710;OTHER PREMISE                               ;;;IC;Invest Cont ;354
231109198;05/20/2023 12:00:00 AM;01/01/2020 12:00:00 AM;1235;11;Northeast  ;1176;2;354;THEFT OF IDENTITY                                       ;0100 1822                              ;27;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
231106617;03/09/2023 12:00:00 AM;08/06/2020 12:00:00 AM;845;11;Northeast  ;1147;2;354;THEFT OF IDENTITY                                       ;1822 0930                              ;58;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
231109831;06/06/2023 12:00:00 AM;04/02/2020 12:00:00 AM;2359;11;Northeast  ;1124;2;845;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               ;1501                                   ;0;X;X;726;POLICE FACILITY                             ;;;AA;Adult Arrest;845
221110794;06/22/2022 12:00:00 AM;01/20/2020 12:00:00 AM;510;11;Northeast  ;1141;2;354;THEFT OF IDENTITY                                       ;0100 1501 1822 0917                    ;21;F;B;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
231110083;06/13/2023 12:00:00 AM;09/22/2020 12:00:00 AM;600;11;Northeast  ;1151;2;649;DOCUMENT FORGERY / STOLEN FELONY                        ;0935                                   ;57;M;A;701;HOSPITAL                                    ;;;IC;Invest Cont ;649
221107379;04/01/2022 12:00:00 AM;06/10/2020 12:00:00 AM;1140;11;Northeast  ;1116;2;354;THEFT OF IDENTITY                                       ;0100 1822 0928                         ;34;M;W;248;CELL PHONE STORE                            ;;;IC;Invest Cont ;354
221110194;06/08/2022 12:00:00 AM;01/22/2020 12:00:00 AM;815;11;Northeast  ;1189;2;354;THEFT OF IDENTITY                                       ;0100 0917 0928 0929 0922 0930          ;44;M;H;602;BANK                                        ;;;IC;Invest Cont ;354
231109377;05/25/2023 12:00:00 AM;05/08/2020 12:00:00 AM;2359;11;Northeast  ;1124;2;845;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               ;1501                                   ;0;X;X;726;POLICE FACILITY                             ;;;IC;Invest Cont ;845
221107905;04/15/2022 12:00:00 AM;12/16/2020 12:00:00 AM;1819;11;Northeast  ;1124;2;354;THEFT OF IDENTITY                                       ;0930 0100 1822                         ;48;M;H;243;DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTOR;;;IC;Invest Cont ;354
221110474;06/16/2022 12:00:00 AM;06/15/2020 12:00:00 AM;2000;11;Northeast  ;1132;1;815;SEXUAL PENETRATION W/FOREIGN OBJECT                     ;0522 0503 0913 1817                    ;8;F;H;109;PARK/PLAYGROUND                             ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;812
221105114;01/31/2022 12:00:00 AM;07/27/2020 12:00:00 AM;1305;11;Northeast  ;1152;2;354;THEFT OF IDENTITY                                       ;0928 1822                              ;25;M;W;750;CYBERSPACE                                  ;;;IC;Invest Cont ;354
221109039;05/11/2022 12:00:00 AM;03/01/2020 12:00:00 AM;1500;11;Northeast  ;1143;1;121;RAPE, FORCIBLE                                          ;0913 1814 0500 1259                    ;15;F;H;721;HIGH SCHOOL                                 ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;121
231108513;05/01/2023 12:00:00 AM;06/15/2020 12:00:00 AM;600;11;Northeast  ;1129;2;354;THEFT OF IDENTITY                                       ;0928 1822                              ;44;F;H;750;CYBERSPACE                                  ;;;IC;Invest Cont ;354
221115841;11/02/2022 12:00:00 AM;01/21/2020 12:00:00 AM;2359;11;Northeast  ;1124;2;845;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               ;1501                                   ;-1;X;X;726;POLICE FACILITY                             ;;;IC;Invest Cont ;845
231109641;06/01/2023 12:00:00 AM;05/31/2020 12:00:00 AM;814;11;Northeast  ;1146;2;354;THEFT OF IDENTITY                                       ;0100                                   ;41;M;B;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
231107472;04/04/2023 12:00:00 AM;07/15/2020 12:00:00 AM;1445;11;Northeast  ;1169;2;354;THEFT OF IDENTITY                                       ;1822 0100 0922                         ;17;F;B;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
211104863;01/26/2021 12:00:00 AM;11/01/2020 12:00:00 AM;1200;11;Northeast  ;1181;2;860;BATTERY WITH SEXUAL CONTACT                             ;0529 0522 0416 0913 0554 1259 0400 1251;16;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;860
221107324;03/30/2022 12:00:00 AM;03/30/2020 12:00:00 AM;1200;11;Northeast  ;1162;2;812;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);1258 0522 0551 0913 0559               ;9;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;812
221108646;05/03/2022 12:00:00 AM;06/18/2020 12:00:00 AM;1200;11;Northeast  ;1163;1;121;RAPE, FORCIBLE                                          ;1258 0913 0558 0500                    ;4;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;121
231108655;05/05/2023 12:00:00 AM;04/01/2020 12:00:00 AM;5;11;Northeast  ;1145;2;666;BUNCO, ATTEMPT                                          ;1822 0800 0701                         ;45;F;O;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;666
221104965;01/27/2022 12:00:00 AM;07/01/2020 12:00:00 AM;1;11;Northeast  ;1157;2;354;THEFT OF IDENTITY                                       ;1822 0930 0100                         ;76;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
221104133;01/04/2022 12:00:00 AM;09/20/2020 12:00:00 AM;1350;11;Northeast  ;1172;2;354;THEFT OF IDENTITY                                       ;0100 0930 0922 1214                    ;32;F;B;605;AUTOMATED TELLER MACHINE (ATM)              ;;;IC;Invest Cont ;354
201110303;06/11/2020 12:00:00 AM;06/08/2020 12:00:00 AM;2000;11;Northeast  ;1118;1;310;BURGLARY                                                ;0344 1607                              ;0;M;O;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;310
231112465;08/21/2023 12:00:00 AM;03/20/2020 12:00:00 AM;835;11;Northeast  ;1134;2;354;THEFT OF IDENTITY                                       ;0928 0100                              ;45;F;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
211108258;05/04/2021 12:00:00 AM;11/04/2020 12:00:00 AM;1600;11;Northeast  ;1141;2;810;SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ;1259 0913 1814 0500 0527               ;15;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;810
221106750;03/16/2022 12:00:00 AM;03/01/2020 12:00:00 AM;900;11;Northeast  ;1128;2;354;THEFT OF IDENTITY                                       ;0100 0929 0930 1822                    ;80;M;W;602;BANK                                        ;;;AA;Adult Arrest;354
211104203;01/03/2021 12:00:00 AM;12/31/2020 12:00:00 AM;1030;11;Northeast  ;1172;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;1300 0385                              ;48;F;B;101;STREET                                      ;;;IC;Invest Cont ;331
221104151;01/05/2022 12:00:00 AM;10/20/2020 12:00:00 AM;1200;11;Northeast  ;1132;2;956;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 ;1906                                   ;25;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;956
211104078;01/03/2020 12:00:00 AM;01/03/2020 12:00:00 AM;600;11;Northeast  ;1136;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0329                                   ;24;M;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;745
221115187;10/17/2022 12:00:00 AM;07/01/2020 12:00:00 AM;1;11;Northeast  ;1113;2;354;THEFT OF IDENTITY                                       ;0100 1822                              ;54;M;W;751;WEBSITE                                     ;;;IC;Invest Cont ;354
221114975;10/06/2022 12:00:00 AM;01/10/2020 12:00:00 AM;1;11;Northeast  ;1149;2;812;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);1259 0913 1801 0522 0501 0529          ;13;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;812
231109333;05/24/2023 12:00:00 AM;12/28/2020 12:00:00 AM;2359;11;Northeast  ;1124;2;845;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               ;1501                                   ;0;X;X;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;845
221106759;03/16/2022 12:00:00 AM;03/01/2020 12:00:00 AM;900;11;Northeast  ;1128;2;354;THEFT OF IDENTITY                                       ;1501                                   ;76;F;W;602;BANK                                        ;;;AA;Adult Arrest;354
221104551;01/16/2022 12:00:00 AM;07/01/2020 12:00:00 AM;805;11;Northeast  ;1171;2;354;THEFT OF IDENTITY                                       ;0926 1822 0928                         ;36;F;H;603;CREDIT UNION                                ;;;IC;Invest Cont ;354
221111449;06/20/2022 12:00:00 AM;06/19/2020 12:00:00 AM;2340;11;Northeast  ;1143;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED                  ;0421 1822 2004 0432                    ;25;F;W;501;SINGLE FAMILY DWELLING                      ;511;VERBAL THREAT                                 ;AO;Adult Other ;930
231117119;12/13/2023 12:00:00 AM;01/01/2020 12:00:00 AM;1;11;Northeast  ;1144;2;812;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);;2;F;W;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;812
221108490;04/29/2022 12:00:00 AM;01/20/2020 12:00:00 AM;1200;11;Northeast  ;1141;2;649;DOCUMENT FORGERY / STOLEN FELONY                        ;0100 0929                              ;41;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;649
201116973;12/26/2020 12:00:00 AM;12/26/2020 12:00:00 AM;332;11;Northeast  ;1169;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
231107004;03/21/2023 12:00:00 AM;03/17/2020 12:00:00 AM;2000;11;Northeast  ;1181;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;1300 0329 0344 0385 1822               ;30;M;H;116;OTHER/OUTSIDE                               ;;;IC;Invest Cont ;331
201107590;03/22/2020 12:00:00 AM;03/21/2020 12:00:00 AM;2000;11;Northeast  ;1137;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
211104434;01/14/2021 12:00:00 AM;12/21/2020 12:00:00 AM;1100;11;Northeast  ;1173;2;627;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 ;0400 0419 0552 0416 0913               ;16;F;O;101;STREET                                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;627
221116374;11/10/2022 12:00:00 AM;06/15/2020 12:00:00 AM;2000;11;Northeast  ;1132;1;815;SEXUAL PENETRATION W/FOREIGN OBJECT                     ;;8;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont ;812
241104623;01/17/2024 12:00:00 AM;07/03/2020 12:00:00 AM;1505;11;Northeast  ;1136;2;354;THEFT OF IDENTITY                                       ;0100 0928                              ;39;M;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;354
241104589;01/16/2024 12:00:00 AM;02/12/2020 12:00:00 AM;1310;11;Northeast  ;1142;2;354;THEFT OF IDENTITY                                       ;0928 0929 1822                         ;29;M;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;354
201106871;03/04/2020 12:00:00 AM;03/02/2020 12:00:00 AM;2130;11;Northeast  ;1107;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;;50;M;H;101;STREET                                      ;;;IC;Invest Cont ;745
201106067;02/15/2020 12:00:00 AM;02/15/2020 12:00:00 AM;1830;11;Northeast  ;1101;1;330;BURGLARY FROM VEHICLE                                   ;0344 0352 1307                         ;43;M;A;108;PARKING LOT                                 ;;;IC;Invest Cont ;330
201116118;11/27/2020 12:00:00 AM;11/23/2020 12:00:00 AM;1200;11;Northeast  ;1141;2;354;THEFT OF IDENTITY                                       ;0930 1822                              ;26;M;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;354
201112187;08/04/2020 12:00:00 AM;07/16/2020 12:00:00 AM;1900;11;Northeast  ;1144;2;662;BUNCO, GRAND THEFT                                      ;0701 0913 0361                         ;51;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;662
201115543;11/08/2020 12:00:00 AM;11/08/2020 12:00:00 AM;1500;11;Northeast  ;1183;1;330;BURGLARY FROM VEHICLE                                   ;0344 1612                              ;42;M;W;101;STREET                                      ;;;IC;Invest Cont ;330
201110399;06/13/2020 12:00:00 AM;06/11/2020 12:00:00 AM;1700;11;Northeast  ;1145;1;330;BURGLARY FROM VEHICLE                                   ;0385                                   ;34;F;O;101;STREET                                      ;;;IC;Invest Cont ;330
211104687;01/21/2021 12:00:00 AM;01/21/2020 12:00:00 AM;300;11;Northeast  ;1151;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0329                                   ;0;X;X;708;CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEM;;;IC;Invest Cont ;745
201110326;06/12/2020 12:00:00 AM;06/11/2020 12:00:00 AM;2000;11;Northeast  ;1138;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
201106089;02/16/2020 12:00:00 AM;02/16/2020 12:00:00 AM;915;11;Northeast  ;1107;2;624;BATTERY - SIMPLE ASSAULT                                ;0555 0400 0416 0419 0913               ;24;F;H;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;624
201104052;01/01/2020 12:00:00 AM;01/01/2020 12:00:00 AM;2030;11;Northeast  ;1105;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;2004 1402 1020 1307 0329               ;0;X;X;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;AA;Adult Arrest;740
201114637;10/14/2020 12:00:00 AM;10/13/2020 12:00:00 AM;2200;11;Northeast  ;1184;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
201111473;07/15/2020 12:00:00 AM;07/15/2020 12:00:00 AM;1134;11;Northeast  ;1117;2;661;UNAUTHORIZED COMPUTER ACCESS                            ;1904 1914 1822 1911                    ;40;F;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;661
201108617;04/22/2020 12:00:00 AM;04/07/2020 12:00:00 AM;1420;11;Northeast  ;1143;2;354;THEFT OF IDENTITY                                       ;0930 1822                              ;48;M;H;707;GARAGE/CARPORT                              ;;;IC;Invest Cont ;354
201108104;04/07/2020 12:00:00 AM;04/06/2020 12:00:00 AM;1900;11;Northeast  ;1162;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
201108147;04/08/2020 12:00:00 AM;04/08/2020 12:00:00 AM;745;11;Northeast  ;1135;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0329 0361 1202                         ;63;F;W;501;SINGLE FAMILY DWELLING                      ;;;AO;Adult Other ;745
201109103;05/07/2020 12:00:00 AM;05/07/2020 12:00:00 AM;140;11;Northeast  ;1109;2;888;TRESPASSING                                             ;0913 2004                              ;60;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;888
201113281;09/04/2020 12:00:00 AM;09/02/2020 12:00:00 AM;1800;11;Northeast  ;1171;1;310;BURGLARY                                                ;1608 0344                              ;37;F;H;707;GARAGE/CARPORT                              ;;;IC;Invest Cont ;310
201108111;04/07/2020 12:00:00 AM;04/07/2020 12:00:00 AM;500;11;Northeast  ;1107;2;624;BATTERY - SIMPLE ASSAULT                                ;0561 0432 0400 1601 1202 1701 1242 0444;70;F;W;501;SINGLE FAMILY DWELLING                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;624
201105686;02/08/2020 12:00:00 AM;02/07/2020 12:00:00 AM;1550;11;Northeast  ;1113;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0344 0325                              ;0;M;O;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;440
201109241;05/11/2020 12:00:00 AM;05/08/2020 12:00:00 AM;1500;11;Northeast  ;1172;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;420
201110606;06/19/2020 12:00:00 AM;06/16/2020 12:00:00 AM;2002;11;Northeast  ;1123;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;0344                                   ;40;F;W;101;STREET                                      ;;;AO;Adult Other ;331
201111404;07/14/2020 12:00:00 AM;07/13/2020 12:00:00 AM;1630;11;Northeast  ;1162;1;450;THEFT FROM PERSON - ATTEMPT                             ;0355                                   ;14;F;H;101;STREET                                      ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;450
201113027;08/29/2020 12:00:00 AM;08/28/2020 12:00:00 AM;2335;11;Northeast  ;1184;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;0385                                   ;58;F;W;104;DRIVEWAY                                    ;;;IC;Invest Cont ;331
201107194;03/11/2020 12:00:00 AM;03/11/2020 12:00:00 AM;1100;11;Northeast  ;1118;1;510;VEHICLE - STOLEN                                        ;;0;;;108;PARKING LOT                                 ;;;IC;Invest Cont ;510
201113970;09/25/2020 12:00:00 AM;09/21/2020 12:00:00 AM;942;11;Northeast  ;1162;2;668;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              ;0330 1300 0601                         ;0;X;X;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;668
201116336;12/05/2020 12:00:00 AM;10/23/2020 12:00:00 AM;2000;11;Northeast  ;1138;1;761;BRANDISH WEAPON                                         ;0334 1822                              ;25;M;H;101;STREET                                      ;200;KNIFE WITH BLADE 6INCHES OR LESS              ;IC;Invest Cont ;761
201114782;10/17/2020 12:00:00 AM;10/16/2020 12:00:00 AM;1805;11;Northeast  ;1115;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329 1300 1309                         ;50;M;W;108;PARKING LOT                                 ;;;IC;Invest Cont ;740
201113064;08/30/2020 12:00:00 AM;08/30/2020 12:00:00 AM;1500;11;Northeast  ;1152;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;0329                                   ;51;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;745
201109063;05/06/2020 12:00:00 AM;05/05/2020 12:00:00 AM;240;11;Northeast  ;1129;1;520;VEHICLE - ATTEMPT STOLEN                                ;1612 1300                              ;56;M;W;101;STREET                                      ;;;IC;Invest Cont ;520
201113788;09/20/2020 12:00:00 AM;09/20/2020 12:00:00 AM;30;11;Northeast  ;1126;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;0416 1822                              ;17;M;H;102;SIDEWALK                                    ;500;UNKNOWN WEAPON/OTHER WEAPON                   ;IC;Invest Cont ;230
201110895;06/27/2020 12:00:00 AM;06/26/2020 12:00:00 AM;2200;11;Northeast  ;1141;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;;0;;;707;GARAGE/CARPORT                              ;;;IC;Invest Cont ;420
211104445;01/14/2021 12:00:00 AM;12/22/2020 12:00:00 AM;1830;11;Northeast  ;1181;1;330;BURGLARY FROM VEHICLE                                   ;0344                                   ;32;M;W;101;STREET                                      ;;;IC;Invest Cont ;330
201116284;12/03/2020 12:00:00 AM;12/03/2020 12:00:00 AM;805;11;Northeast  ;1147;2;626;INTIMATE PARTNER - SIMPLE ASSAULT                       ;0400 0416 1814 0913 2000               ;24;F;H;254;STUDIO (FILM/PHOTOGRAPHIC/MUSIC)            ;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other ;626
201113171;09/02/2020 12:00:00 AM;08/24/2020 12:00:00 AM;1630;11;Northeast  ;1115;1;310;BURGLARY                                                ;1602 0344 0358 0397                    ;0;X;X;203;OTHER BUSINESS                              ;;;IC;Invest Cont ;310
201109834;05/27/2020 12:00:00 AM;05/27/2020 12:00:00 AM;1230;11;Northeast  ;1199;2;888;TRESPASSING                                             ;1822 1501                              ;45;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;888
201113583;09/14/2020 12:00:00 AM;09/13/2020 12:00:00 AM;1700;11;Northeast  ;1173;1;310;BURGLARY                                                ;1402 0358 0344 1822                    ;35;M;H;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;310
201105172;01/28/2020 12:00:00 AM;01/27/2020 12:00:00 AM;1540;11;Northeast  ;1149;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0344 0352 2024                         ;40;F;H;102;SIDEWALK                                    ;;;IC;Invest Cont ;440
